2021-06-07 19:54:21|0.2|
2021-06-07 19:54:33|0.2|
2021-06-07 19:54:45|0.2|
2021-06-07 19:54:57|0.2|
2021-06-07 19:55:09|0.2|
2021-06-07 19:55:21|0.2|
2021-06-07 19:55:34|0.2|
2021-06-07 19:55:46|0.2|
2021-06-07 19:55:58|0.2|
2021-06-07 19:56:10|0.2|
2021-06-07 19:56:22|0.2|
2021-06-07 19:56:34|0.2|
2021-06-07 19:56:46|0.2|
2021-06-07 19:56:58|0.2|
2021-06-07 19:57:10|0.2|
2021-06-07 19:57:22|0.2|
2021-06-07 19:57:34|0.2|
2021-06-07 19:57:46|0.2|
2021-06-07 19:57:58|0.2|
2021-06-07 19:58:10|0.2|
2021-06-07 19:58:22|0.2|
2021-06-07 19:58:34|0.2|
2021-06-07 19:58:46|0.21|
2021-06-07 19:58:58|0.21|
2021-06-07 19:59:10|0.21|
2021-06-07 19:59:22|0.2|
2021-06-07 19:59:34|0.2|
2021-06-07 19:59:46|0.2|
2021-06-07 19:59:58|0.2|
2021-06-07 20:00:10|0.2|
2021-06-07 20:00:22|0.2|
2021-06-07 20:00:34|0.21|
2021-06-07 20:00:46|0.2|
2021-06-07 20:00:58|0.2|
2021-06-07 20:01:10|0.21|
2021-06-07 20:01:22|0.2|
2021-06-07 20:01:34|0.21|
2021-06-07 20:01:46|0.21|
2021-06-07 20:01:58|0.21|
2021-06-07 20:02:10|0.21|
2021-06-07 20:02:22|0.21|
2021-06-07 20:02:34|0.21|
2021-06-07 20:02:46|0.21|
2021-06-07 20:02:58|0.21|
2021-06-07 20:03:10|0.21|
2021-06-07 20:03:22|0.21|
2021-06-07 20:03:34|0.2|
2021-06-07 20:03:46|0.2|
2021-06-07 20:03:58|0.2|
2021-06-07 20:04:10|0.2|
2021-06-07 20:04:22|0.2|
2021-06-07 20:04:34|0.2|
2021-06-07 20:04:46|0.2|
2021-06-07 20:04:58|0.2|
2021-06-07 20:05:10|0.2|
2021-06-07 20:05:22|0.2|
2021-06-07 20:05:34|0.2|
2021-06-07 20:05:47|0.2|
2021-06-07 20:05:59|0.2|
2021-06-07 20:06:11|0.2|
2021-06-07 20:06:23|0.2|
2021-06-07 20:06:35|0.2|
2021-06-07 20:06:47|0.2|
2021-06-07 20:06:59|0.2|
2021-06-07 20:07:11|0.2|
